date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2/24/2022,3.1,1.9,4.2,,,261,5.9,14.8,1022,
2/25/2022,2.6,-1,6,,,177,6.5,20.4,1018.1,
2/26/2022,4,0,8,,,350,14,31.5,1023.9,
2/27/2022,2.1,0,4.5,,,6,8.9,24.1,1031.6,
2/28/2022,0.1,-2.8,3,,,25,13,35.2,1032.7,
3/1/2022,-0.5,-1.5,0.5,,,27,12.4,27.8,1029.4,
3/2/2022,0.8,0,2,,,39,9.6,22.2,1021.5,
3/3/2022,1.3,0.4,2.1,,,10,8.6,20.4,1012.7,
3/4/2022,1.2,0,2.5,,,350,14.1,33.3,1012.6,
3/5/2022,0.6,-1.6,1,,,359,13.8,33.3,1018.1,
3/6/2022,-0.6,-2,0.9,0.5,10,300,5.5,18.5,1022.1,
3/7/2022,-0.6,-1.5,1.8,,,302,8.2,24.1,1015,
3/8/2022,-1.2,-2.9,1.7,1.3,10,348,12.8,35.2,1015.1,
3/9/2022,-2.9,-3.8,0.1,2,,11,10.9,29.6,1021.3,
3/10/2022,-5,-7.8,-2.3,,51,26,16.1,42.6,1030.2,
3/11/2022,-4.1,-8.6,0.4,,20,22,15.3,42.6,1031.8,
3/12/2022,-0.6,-5.3,4.3,,,316,9.6,31.5,1027.5,
3/13/2022,-1.2,-1.7,-0.1,0.3,10,23,7.4,24.1,1029.3,
3/14/2022,1.7,-2.2,6.8,,,310,8.2,24.1,1034.4,
3/15/2022,3.7,-1.2,10.4,,,341,8.9,25.9,1031.3,
3/16/2022,-0.5,-4.8,4.8,,,104,8,27.8,1032.9,
3/17/2022,-1.7,-5.7,2.4,,,43,8.6,33.3,1039.2,
3/18/2022,-1.6,-5.7,3,,,32,8.5,29.6,1044.3,
3/19/2022,1.3,-3.9,6,,,4,5.3,25.9,1044.4,
3/20/2022,4.6,-0.9,9.9,,,351,9.3,29.6,1042.3,
3/21/2022,7.8,0.4,13.2,,,348,10.4,29.6,1037.7,
3/22/2022,9.6,3.7,16.5,,,358,6.7,22.2,1036,
3/23/2022,10.6,2.2,16.8,,,322,4.7,22.2,1028.9,
3/24/2022,5.9,2.3,9,,,310,10.9,37,1018.3,
3/25/2022,6.3,1.2,11,,,3,7.4,27.8,1021.3,
3/26/2022,8.8,3.7,15.7,,,278,17.1,50,1015.1,
3/27/2022,2.2,0.3,4.8,,,332,19.9,51.8,1019,
3/28/2022,7.4,-1.7,14.9,,,255,15.4,51.8,1018.9,
3/29/2022,11.4,8.7,18.7,,,260,15.5,38.9,1005.6,
3/30/2022,7.2,6.1,9.6,,,285,5,22.2,1005.2,
3/31/2022,8.9,4.2,16.4,,,96,6.2,25.9,1003.5,
4/1/2022,7.1,6,10.9,6.6,,70,8.2,22.2,997.7,
4/2/2022,3.5,3.3,4.5,4.1,,345,10.5,27.8,994.1,
4/3/2022,1,0,2.3,1.3,,325,9.7,27.8,1002.3,
4/4/2022,1.9,-2.3,6.1,,10,284,12.3,35.2,1012.2,
4/5/2022,3.1,-1.3,7.4,,,218,14.7,42.6,1006.3,
4/6/2022,8.2,2.6,12.8,,,243,13.6,37,1006.5,
4/7/2022,12.8,4.1,20.5,,,189,12.5,38.9,1004,
4/8/2022,8.7,6.4,14.6,,,213,11.7,35.2,998.3,
4/9/2022,8.4,3.5,13.1,,,208,7.3,25.9,1000.5,
4/10/2022,6.4,5.5,9,0.8,,346,10.9,31.5,1008.1,
4/11/2022,7.3,3.8,10.3,,,354,15.4,37,1011.9,
4/12/2022,6.7,4,9.9,,,339,18.1,48.2,1012.9,
4/13/2022,4.9,4.3,5.5,,,348,20.1,46.3,1015.2,
4/14/2022,8.6,5.2,14.1,,,354,12.9,37,1019.7,
4/15/2022,14.4,6.2,21.1,,,227,6.7,31.5,1016.9,
4/16/2022,8.8,4.6,13.4,,,328,11.3,35.2,1014.8,
4/17/2022,2.7,1.3,5.2,8.9,,343,13.1,33.3,1019.1,
4/18/2022,2.7,0.2,5.7,,,341,7.5,22.2,1014.6,
4/19/2022,5.1,2.1,7.7,1,,322,11.4,29.6,1010.4,
4/20/2022,6.6,3.7,9.7,0.8,,261,7.3,24.1,1009.6,
4/21/2022,5.7,4,7.7,,,179,7,25.9,1010.3,
4/22/2022,7.8,4.8,10.3,5.8,,145,7.8,25.9,1014.4,
4/23/2022,11.5,6.3,18.1,,,153,11.5,33.3,1009.6,
4/24/2022,12.6,9.2,17,,,246,8.2,29.6,1008.7,
4/25/2022,14.8,7.9,20.5,,,187,8.4,27.8,1007.9,
4/26/2022,12.6,10.3,16.3,4.1,,270,9.2,33.3,1009,
4/27/2022,13,8.2,17.2,,,323,7.1,27.8,1018.5,
4/28/2022,13.1,8.3,17.4,,,358,6.5,24.1,1023.5,
4/29/2022,10.9,6.2,14.3,,,27,4.5,22.2,1025.9,
4/30/2022,10.5,6.3,14.1,,,12,6.1,25.9,1024.3,
5/1/2022,11.3,5.9,15.6,,,71,4.1,20.4,1023.5,
5/2/2022,14.9,7.6,20.2,,,198,7.6,27.8,1019.4,
5/3/2022,15.1,8,21.3,,,247,6.7,31.5,1013.9,
5/4/2022,12.7,9.3,16.9,,,343,12.2,37,1015.3,
5/5/2022,10,4.2,16,,,41,7.8,25.9,1025,
5/6/2022,12.6,4.5,19.2,,,128,5.3,25.9,1026.8,
5/7/2022,14.5,7.6,20.6,,,181,9.3,31.5,1023.9,
5/8/2022,17.1,11.3,22.9,,,229,7.7,27.8,1021.1,
5/9/2022,14.1,11.1,17,,,0,11.2,37,1023,
5/10/2022,12,6.7,16.8,,,9,7.6,33.3,1023.2,
5/11/2022,14,6.7,20.6,,,298,6.2,27.8,1017.2,
5/12/2022,21.1,13,29.2,,,257,12.9,46.3,1011.6,
5/13/2022,16.4,11.9,20.5,,,283,9.6,37,1014.8,
5/14/2022,15.2,11.5,19.4,,,302,8,35.2,1011.4,
5/15/2022,13.8,9.1,18.1,,,297,11.7,40.8,1013.4,
5/16/2022,14.1,8.5,19.5,,,312,10.4,37,1016.3,
5/17/2022,13.9,8.8,19.7,,,301,11.4,44.5,1014.2,
5/18/2022,8.5,5.7,11.6,,,343,13.4,42.6,1017.4,
5/19/2022,14.5,7.3,20,,,322,10.1,33.3,1022.1,
5/20/2022,15.8,11.8,24,0.5,,274,5.5,25.9,1017.6,
5/21/2022,19.3,16.2,23.9,,,262,11,37,1006.2,
5/22/2022,11.6,10.2,13.2,,,297,13.5,40.8,1003.4,
5/23/2022,13.5,9.4,17.1,1,,337,7,27.8,1008.3,
5/24/2022,14.7,8,20.5,,,351,6.7,25.9,1013.1,
5/25/2022,18.3,11.1,24.1,,,227,6.5,25.9,1015.9,
5/26/2022,16.2,12.3,20.9,7.9,,266,11.7,37,1011.4,
5/27/2022,17,13.1,22.4,,,259,15.1,38.9,1011.1,
5/28/2022,14.1,9.8,18.9,5.5,,260,14.8,33.3,1009.8,
5/29/2022,15.5,9.4,21.1,0,,237,7.6,27.8,1013.9,
5/30/2022,15.3,12.7,19,3.6,,135,11.2,25.9,1013.7,
5/31/2022,15.8,13.9,18.4,0,,356,10.2,25.9,1017.4,
6/1/2022,20.4,13.1,27.1,5.8,,57,6.3,25.9,1017.6,
6/2/2022,23.3,15.3,28.8,9.5,,1,5,25.9,1016.9,
6/3/2022,17.9,13.7,22,0,,345,13.2,,1021.4,
6/4/2022,18.9,13.7,24.3,0,,87,5,,1021.3,
6/5/2022,18.6,15.2,21.4,0.3,,28,7.7,,1017.1,
6/6/2022,19.7,14.2,24.6,0,,14,8,,1018.4,
6/7/2022,21.6,14.4,27.1,0,,90,4.7,,1016.7,
6/8/2022,23.2,15.5,29.1,0,,137,6.7,,1013.2,
6/9/2022,24.6,16.7,30.3,0,,114,6.7,,1011.5,
6/10/2022,24.2,17.5,30.2,0,,97,7.8,,1013.6,
6/11/2022,25.6,17.9,31.9,0,,98,5.8,,1014.3,
6/12/2022,23.8,19.9,28.5,2.9,,350,12.6,,1013.1,
6/13/2022,23.5,18.8,27.9,0,,354,7.9,,1012.2,
6/14/2022,18.9,16.7,22.2,0,,297,9.4,35.2,1012.1,
6/15/2022,17.5,12.9,22.7,0,,313,8.6,31.5,1017.6,
6/16/2022,19.6,14.1,25.4,0,,308,6,24.1,1018.4,
6/17/2022,19.1,14.7,25.4,10.9,,288,6.6,24.1,1015.9,
6/18/2022,18.8,13.9,23.4,6.4,,347,7.4,29.6,1017.3,
6/19/2022,23.5,15.2,29.6,0,,258,7.7,29.6,1016.7,
6/20/2022,26.4,20.3,31.8,0,,228,13.4,37,1010.2,
6/21/2022,21.3,16.3,30,3.4,,260,12.2,37,1002.2,
6/22/2022,14.8,11.8,19.6,0.5,,320,8.8,29.6,1001,
6/23/2022,17.7,13.8,20.9,1,,357,14.2,38.9,1008,
6/24/2022,22.3,16.6,26.5,0,,10,12.4,35.2,1013,
6/25/2022,22.8,17.9,27.6,0,,49,7.9,25.9,1015,
6/26/2022,24,18.5,29,0.1,,49,6.3,24.1,1017.9,
6/27/2022,25.7,19.8,31.7,0.4,,45,7,25.9,1019.5,
6/28/2022,27.7,21.3,32.8,0,,11,5.8,25.9,1018,
6/29/2022,24.5,19.6,34.4,2.5,,96,4,22.2,1016.8,
6/30/2022,23.6,17.2,28.3,13.3,,90,4.9,20.4,1015.8,
7/1/2022,24.2,19,28.9,0,,18,5.7,25.9,1017,
7/2/2022,22.4,17.9,28,0,,99,5,22.2,1020.2,
7/3/2022,21.1,16.3,27.9,1.5,,208,4.4,22.2,1019.4,
7/4/2022,24.3,17.1,30.1,0,,185,3.7,20.4,1016.6,
7/5/2022,26.4,19.6,32.8,0,,218,3.7,20.4,1014.7,
7/6/2022,24.6,20.3,34.3,6.2,,125,6.1,29.6,1011.8,
7/7/2022,18.9,15,22.7,0,,344,11.2,29.6,1015.2,
7/8/2022,19.7,16.9,22.5,0.8,,17,9.3,27.8,1016.8,
7/9/2022,18.3,17.6,18.7,0.5,,0,8.7,27.8,1013.8,
7/10/2022,20.3,15.8,24.9,0.2,,340,9.3,27.8,1008.6,
7/11/2022,17.2,15.4,21.9,0,,317,12.1,37,1008,
7/12/2022,15.6,12.9,20.9,11.9,,242,13,37,1011.1,
7/13/2022,14.4,12.7,16.3,8.9,,218,14.7,40.8,1006.8,
7/14/2022,20.2,14.6,26.4,0.6,,297,9.8,33.3,1010,
7/15/2022,19.4,16.9,25.7,0,,295,6.1,24.1,1011.9,
7/16/2022,19.9,14.1,25.2,0.2,,303,6,24.1,1016.4,
7/17/2022,16.5,13.6,20.6,9.5,,287,8.6,29.6,1016.9,
7/18/2022,18.6,11.5,23.4,0,,310,8.3,31.5,1020.9,
7/19/2022,18,14.7,21.8,2.1,,276,6.8,24.1,1020.7,
7/20/2022,20.7,15.2,27.3,1,,296,9.2,37,1016.3,
7/21/2022,20.9,14.5,26.2,0.4,,328,12.3,40.8,1013.4,
7/22/2022,22.2,16.5,26.3,0.1,,349,11.7,37,1013.8,
7/23/2022,22.9,17.2,28.9,0,,16,5.1,24.1,1016.2,
7/24/2022,22.6,18.6,29.9,3.4,,239,7.7,27.8,1013.7,
7/25/2022,20.6,16.8,24.9,0.9,,333,10,31.5,1012.6,
7/26/2022,21.4,15.9,26.9,0,,354,6.2,25.9,1011.2,
7/27/2022,22.4,17.2,29.4,0,,252,4.7,22.2,1011.2,
7/28/2022,21.2,17.3,26,0.7,,345,8,27.8,1016.8,
7/29/2022,22.9,15.7,28.2,0,,60,3.6,20.4,1019.9,
7/30/2022,23.9,17.7,30.3,0,,121,4.3,22.2,1017.7,
7/31/2022,23.8,16.9,30.6,0,,138,6.7,25.9,1013.9,
8/1/2022,22.9,18,29.6,1.7,,100,5.7,22.2,1010.6,
8/2/2022,19.9,18.3,22.2,10.6,,1,8.4,27.8,1011.3,
8/3/2022,20,17.4,24.5,19.1,,358,11.8,29.6,1013.3,
8/4/2022,20.7,18.6,25.5,2.1,,2,9.6,25.9,1015.4,
8/5/2022,21.2,17.9,26.5,1.4,,35,6.7,22.2,1015.4,
8/6/2022,24.4,17.6,30.1,0,,76,3.8,20.4,1015.8,
8/7/2022,22.4,19.7,29.3,5.4,,0,6,27.8,1016.6,
8/8/2022,19.4,17.6,21.9,16,,1,8.7,22.2,1020.5,
8/9/2022,19.6,17.3,22,0.9,,6,9.3,27.8,1022,
8/10/2022,19.1,16.7,21.4,2,,5,8.3,27.8,1020.6,
8/11/2022,20.3,16.7,24.2,1,,15,10.1,29.6,1018.7,
8/12/2022,22.8,19.7,26,0,,27,10,24.1,1017.7,
8/13/2022,22.1,18.4,26.7,9.9,,52,9.4,24.1,1014.4,
8/14/2022,23.6,20.6,29.4,0.5,,63,8.2,24.1,1011.8,
8/15/2022,23.4,20.7,26.3,0,,59,8.2,24.1,1010.2,
8/16/2022,21.5,19.3,23.9,7,,81,6.2,22.2,1009,
8/17/2022,23.7,16.5,28.9,2.4,,48,4.7,16.7,1009.6,
8/18/2022,23.9,19,28.6,0,,21,8.7,27.8,1010.5,
8/19/2022,21.2,18.9,25.3,0,,25,10.2,29.6,1013.3,
8/20/2022,20,16.4,23.4,0,,34,4.5,16.7,1013.8,
8/21/2022,23.1,17.4,28.4,1,,88,5.3,18.5,1012,
8/22/2022,23,17.3,29.7,0,,59,5.4,20.4,1012.7,
8/23/2022,24.3,19.7,32,0,,100,6.5,25.9,1016,
8/24/2022,25.8,19.1,33.1,0,,84,7,24.1,1019.7,
8/25/2022,25.2,18,33,0,,52,6.7,24.1,1018.8,
8/26/2022,25.3,19.3,31.5,0,,70,7.1,24.1,1014.8,
8/27/2022,24.3,20.5,32.1,0,,49,6.2,20.4,1012.5,
8/28/2022,22,18.7,27.9,0,,11,4.6,18.5,1011.1,
8/29/2022,25.3,16.6,31.5,0,,278,6.8,27.8,1012.5,
8/30/2022,22.7,18.4,27.6,0,,286,8,27.8,1015.1,
8/31/2022,19.7,16.1,25,0,,318,6.7,25.9,1015.3,
9/1/2022,17.3,12.3,21.1,0,,348,6,25.9,1016.5,
9/2/2022,14.9,9.1,20.4,0,,5,4.5,22.2,1021.3,
9/3/2022,14.7,11.7,18.7,0,,63,3.2,16.7,1022.9,
9/4/2022,14.4,9.6,20,0,,15,4.7,24.1,1023.6,
9/5/2022,13.9,12.6,18.4,0.7,,343,5.8,25.9,1024.2,
9/6/2022,10.9,6.8,14.6,0,,344,5.7,25.9,1024.7,
9/7/2022,12.4,6.7,19,0,,281,4.4,22.2,1022.3,
9/8/2022,14.9,9.2,20.5,0,,15,4.7,22.2,1019.4,
9/9/2022,13.1,6.8,18.3,0.3,,82,7,24.1,1022.4,
9/10/2022,10.3,8.6,12.6,12,,120,8.9,31.5,1019.1,
9/11/2022,13.1,10.6,16.3,10.7,,172,7.6,31.5,1009.8,
9/12/2022,12.1,10.9,13.9,1.3,,274,4,16.7,1007.3,
9/13/2022,11.4,10.3,13,3,,348,9,25.9,1007.8,
9/14/2022,12.4,10.3,16.4,1.3,,261,7.7,25.9,1006.4,
9/15/2022,14.5,10.5,17.7,3.3,,206,3.5,14.8,1003,
9/16/2022,16.2,13.5,20.3,1.5,,289,6.6,22.2,1002.3,
9/17/2022,12.8,11.2,15.4,3.7,,173,3.9,14.8,1005.6,
9/18/2022,11.3,9.5,16.1,4.1,,6,9,42.6,996,
9/19/2022,11.7,8.2,16.3,2.6,,247,14.3,38.9,1005.3,
9/20/2022,10.3,8.6,11.9,9.1,,331,4,20.4,1011.5,
9/21/2022,10,9.2,12.9,9.9,,307,8.2,27.8,1012,
9/22/2022,9,6.9,12.3,0.1,,271,5.2,18.5,1014.5,
9/23/2022,9.4,7.4,12.7,4.5,,301,4.3,18.5,1014,
9/24/2022,10.1,8.5,13.3,0.2,,281,7.7,27.8,1013.1,
9/25/2022,10.8,5.9,16,0,,254,8.7,29.6,1014.9,
9/26/2022,12.4,9.6,18.3,0.5,,191,2.5,14.8,1011,
9/27/2022,12.4,11,14.1,1.5,,335,2.1,13,1003.3,
9/28/2022,13.6,11,16.7,0.3,,253,3.4,16.7,1001.7,
9/29/2022,12.8,7,19.6,0,,185,3.8,20.4,1008,
9/30/2022,16,11.9,20.9,0,,226,2.2,14.8,1012,
10/1/2022,16.7,13,21.6,0,,255,5.1,25.9,1013.9,
10/2/2022,11.4,7.8,15.3,4.8,,323,10.3,40.8,1002.3,
10/3/2022,9.8,7.1,13.6,7.6,,261,15.7,44.5,1000.5,
10/4/2022,8.2,6.1,10.3,7.9,,255,13.8,33.3,1009,
10/5/2022,11.4,8.3,13.5,0,,279,8.9,27.8,1021.6,
10/6/2022,14.6,8.9,20.5,0,,258,8.1,27.8,1023.5,
10/7/2022,13.8,10.2,17.9,0,,339,5.3,22.2,1028.8,
10/8/2022,12.5,6.3,19.3,0,,185,3.6,16.7,1025.1,
10/9/2022,11.9,5.7,19.1,0.2,,278,6.1,24.1,1019.9,
10/10/2022,9.6,6.3,13.5,0,,340,13.2,35.2,1024.7,
10/11/2022,9.1,3.4,15.9,0,,296,3.1,16.7,1023.9,
10/12/2022,10.3,7.2,14.9,0,,320,5.3,24.1,1024,
10/13/2022,9.2,6.5,12.3,0,,318,3.1,16.7,1026.2,
10/14/2022,8.8,6.8,14.2,0,,195,1.7,13,1025.3,
10/15/2022,8.5,4.6,14.7,0,,174,3.5,20.4,1025.6,
10/16/2022,7.3,1.2,13.8,0,,178,4,18.5,1030.3,
10/17/2022,12.7,3.4,17,0,,216,8.3,24.1,1032.1,
10/18/2022,15.5,6,22.1,0,,243,9,29.6,1026.5,
10/19/2022,12.1,9,14.6,2.4,,281,12.2,29.6,1014.1,
10/20/2022,4.9,3.6,8.3,2.8,,334,15.2,35.2,1018.5,
10/21/2022,5.2,2.4,8.6,0,,280,6.4,24.1,1026.1,
10/22/2022,6.2,2.8,9.5,0,,178,8.4,20.4,1020.1,
10/23/2022,9.4,7.8,10.9,7.7,,271,8,22.2,1014.5,
10/24/2022,11.2,9.7,13.4,0,,278,7.2,22.2,1018.2,
10/25/2022,11.8,10.1,14.2,8.5,,206,4.5,14.8,1015.4,
10/26/2022,11.3,10.1,13.3,0.2,,321,9.8,25.9,1015.9,
10/27/2022,10.1,8.7,11.6,0,,313,10.2,25.9,1024.4,
10/28/2022,10.4,7.8,13.3,0,,273,7,18.5,1027.4,
10/29/2022,12.7,9.6,16.2,0.7,,256,11.6,29.6,1020,
10/30/2022,11.8,10,13.7,0,,299,12.8,31.5,1014.8,
10/31/2022,7.6,4.6,10,0,,330,12.9,35.2,1018.2,
11/1/2022,5.7,1.9,10.6,0,,279,6.2,16.7,1022.3,
11/2/2022,7.1,4.1,10.4,0.6,,295,5.8,20.4,1016.9,
11/3/2022,7.8,6.7,8.9,10.2,,314,8.3,24.1,1017.7,
11/4/2022,7.4,5.8,9,0,,286,5.5,16.7,1017.3,
11/5/2022,5.7,4.1,7.6,0.1,,122,6.2,18.5,1020.6,
11/6/2022,5.2,3.8,6.7,0,,162,9.2,22.2,1025,
11/7/2022,5.8,5,7.5,0.3,,179,9.5,20.4,1023.3,
11/8/2022,6.9,4.9,9.8,0.8,,231,8,18.5,1021.1,
11/9/2022,7.6,4.9,11.9,0,,215,8,20.4,1023.8,
11/10/2022,7.6,5.5,9.8,0.5,,201,10.3,24.1,1024,
11/11/2022,8,7.4,8.7,3.1,,291,8.4,20.4,1028.1,
11/12/2022,9,6.9,11,0,,269,12.4,27.8,1029.1,
11/13/2022,9.3,7.9,10.7,0,,319,11.1,25.9,1028.3,
11/14/2022,5.4,3.3,7.5,0,,4,5.6,18.5,1028.9,
11/15/2022,4.2,2.4,5.6,0,,197,7.6,24.1,1020,
11/16/2022,4.3,2.7,5.1,5.5,,350,6.5,24.1,1008.3,
11/17/2022,-0.2,-1.8,1.8,2.8,,37,12.5,25.9,1006.8,
11/18/2022,-2.5,-3.4,-1.5,1.2,,82,6.7,22.2,1007.8,
11/19/2022,-1.1,-2.2,-0.5,16.5,,8,11.6,27.8,1009.3,
11/20/2022,-3,-4,-2.2,1.1,,62,6.4,18.5,1019.2,
11/21/2022,-1.2,-2.3,0.1,15.8,,35,8,24.1,1010.1,
11/22/2022,-0.7,-1.4,0,0,,296,11.4,25.9,1007.7,
11/23/2022,-0.6,-1.6,0.8,0,,250,5.6,16.7,1013.2,
11/24/2022,0.9,-0.8,2.4,16,,84,7.1,22.2,1010.6,
11/25/2022,1.7,0.9,2.8,4,,3,9.8,24.1,1015.9,
11/26/2022,0.8,0.5,1.1,2.2,,341,11,22.2,1022.7,
11/27/2022,0,-0.4,0.6,1.4,,331,9.7,20.4,1027.8,
11/28/2022,-0.4,-0.8,0.3,0.7,,7,4.1,13,1029.3,
11/29/2022,-0.7,-1.5,0.3,2.2,,91,7.1,16.7,1030.5,
11/30/2022,-2.8,-3.6,-1.7,2.3,,72,7.2,18.5,1031.4,
12/1/2022,-3,-4.1,-1.2,0,,75,7.2,18.5,1031.6,
12/2/2022,-3.5,-4.7,-2.2,0.4,,78,7.3,18.5,1030.6,
12/3/2022,-3.2,-3.7,-2.6,0,,106,8.4,22.2,1034.6,
12/4/2022,-5.1,-6.8,-3.4,0,,125,8.6,22.2,1039.3,
12/5/2022,-7.3,-8.7,-5.3,0,,139,8,20.4,1037,
12/6/2022,-6.4,-8,-4.4,0,,150,9.4,22.2,1028.3,
12/7/2022,-3.5,-5.8,-1.4,3.6,,161,10.3,25.9,1017.2,
12/8/2022,-0.9,-1.6,0.3,0,,187,7.3,16.7,1017.5,
12/9/2022,-0.6,-1.4,0.2,0,,150,4,13,1015.6,
12/10/2022,2.3,0.3,3.9,1.3,,164,6.9,20.4,1007.1,
12/11/2022,5.9,3.6,8.1,9.6,,144,8.7,25.9,998.5,
12/12/2022,1.4,-1.5,6,4.5,,268,10.1,24.1,1002.3,
12/13/2022,-1.7,-2.6,-0.7,0.1,,285,7.6,24.1,1009.7,
12/14/2022,-3.2,-4.9,-1.4,0.1,,258,9.7,24.1,1017,
12/15/2022,-2.1,-4.2,-0.2,4,,174,12.8,33.3,1014.1,
12/16/2022,-0.1,-1.4,1.9,9.4,,132,6.4,20.4,1016.8,
12/17/2022,2.8,1.6,3.7,3.6,,154,7.2,27.8,1012.3,
12/18/2022,-3,-6.2,1.4,0,,316,17.2,38.9,1027.7,
12/19/2022,-5.8,-7,-3.5,0,,300,10,27.8,1041.4,
12/20/2022,-3.5,-6.9,-0.1,0.8,,213,13.9,29.6,1030.3,
12/21/2022,1.2,-0.2,4.2,0,,234,9.8,24.1,1019.9,
12/22/2022,1,-0.5,2.5,0.9,,226,9.1,18.5,1015.1,
12/23/2022,2.1,1.2,3.6,0.5,,215,9.6,20.4,1011.7,
12/24/2022,2.9,2,4.5,0,,205,6.5,18.5,1011.4,
12/25/2022,1.5,0.6,2.2,0.7,,24,8,20.4,1020.4,
12/26/2022,-1,-1.4,-0.7,2.9,,91,6,24.1,1025.3,
12/27/2022,3.2,-1.4,5.7,2,10,242,10.3,31.5,1014.8,
12/28/2022,2,0.9,3.2,0,,281,10.8,29.6,1022.2,
12/29/2022,1.8,0.4,2.9,0,,217,11.3,24.1,1020.8,
12/30/2022,3.4,0.7,6.8,0,,235,8.7,22.2,1018.9,
12/31/2022,3.9,-0.1,6.9,0,,231,8.7,24.1,1023.1,
1/1/2023,10.9,5.5,13.2,0,,247,15.2,31.5,1020.1,
1/2/2023,8.5,5,13.2,0,,253,8.2,29.6,1023.9,
1/3/2023,6.8,3.9,10.7,0,,282,11,27.8,1020,
1/4/2023,2,0.2,3.6,0.2,,282,10.1,29.6,1023,
1/5/2023,3.6,-0.3,6.6,10.6,,239,13.8,35.2,1005.5,
1/6/2023,-0.7,-6.9,6.1,2.1,,344,14.6,35.2,1014.5,
1/7/2023,-8.9,-10.1,-7.3,0.3,10,88,6,18.5,1028.7,
1/8/2023,-7.2,-9.8,-5.4,0,10,140,9.2,24.1,1030.4,
1/9/2023,-4.7,-7.2,-1.4,0.3,,154,14.9,35.2,1023.6,
1/10/2023,-3.8,-6.5,-1.7,2.5,,133,14.4,35.2,1024.5,
1/11/2023,-8.2,-8.9,-6.9,7.1,61,137,9.9,31.5,1029.5,
1/12/2023,-6.3,-9.2,-4.8,0,61,155,8.2,18.5,1026.6,
1/13/2023,-3.9,-5.7,-2.8,0,41,158,8,18.5,1023.7,
1/14/2023,-3,-4.3,-2.1,0,,172,8.1,18.5,1023.4,
1/15/2023,-1.9,-2.4,-1.1,0.5,41,164,8.6,24.1,1021,
1/16/2023,0,-2,2.5,0.3,,165,9.4,25.9,1012.3,
1/17/2023,4.5,1.4,6.3,0.8,10,150,12.2,33.3,1003.9,
1/18/2023,7.6,3.7,10.2,0,,161,13.1,33.3,1002.4,
1/19/2023,5.8,3.1,8.2,1.5,,159,8.7,25.9,1008.1,
1/20/2023,6.7,2.8,10.2,0,,143,7.9,24.1,1012.5,
1/21/2023,1.1,0.1,4.3,0.5,,130,8.9,22.2,1019.6,
1/22/2023,0.8,-1.3,1.9,0,,124,6,14.8,1031.5,
1/23/2023,-1.2,-1.8,-0.9,0,,41,7.2,18.5,1037.2,
1/24/2023,-2.5,-3.5,-1.1,0,,19,5.8,16.7,1037.6,
1/25/2023,-2.9,-3.8,-2.2,0,,320,3.2,13,1033.9,
1/26/2023,-2.6,-4,-0.6,0,10,184,5.3,14.8,1027.3,
1/27/2023,-2.6,-3.4,-1.7,0,,112,4.7,16.7,1022.9,
1/28/2023,-3.1,-5,-1.1,0,,21,7.6,24.1,1020.8,
1/29/2023,-2.6,-4.6,-0.5,0.1,,327,6.9,20.4,1019.5,
1/30/2023,-1.4,-2.3,-0.4,0.9,,225,11.2,29.6,1010.8,
1/31/2023,0.4,-2.1,1.5,2.3,10,263,8.3,25.9,1006.5,
2/1/2023,0.4,-1.3,2,1.9,10,239,9.5,25.9,1006.7,
2/2/2023,1.7,0.1,3.6,1,10,236,10.1,24.1,1007.4,
2/3/2023,0.1,-1.3,1.2,1.7,20,295,7.9,24.1,1012.6,
2/4/2023,-2.8,-4.6,-1.9,0.5,20,350,8.6,27.8,1016.4,
2/5/2023,-3.2,-5.1,-1.6,1.3,20,354,12.8,31.5,1025.1,
2/6/2023,-3.1,-4.9,-1.9,0.3,41,359,11.7,29.6,1033,
2/7/2023,-4.6,-6.9,-2.1,2,51,42,6.1,22.2,1035.7,
2/8/2023,-6.5,-10.3,-2.6,0,41,10,6.6,20.4,1046,
2/9/2023,-4.6,-8.7,0.8,0,30,276,7.5,18.5,1041.5,
2/10/2023,-1.6,-5.8,3.9,0,30,248,10.7,29.6,1032.2,
2/11/2023,0.1,-2,2.1,0.3,20,254,12.4,33.3,1024.3,
2/12/2023,-0.3,-1.7,1.8,1,10,327,16.7,38.9,1025.4,
2/13/2023,-0.2,-3.2,2.7,0.1,,289,11.3,25.9,1027.2,
2/14/2023,2.6,1.7,4.6,0.5,,331,17.5,42.6,1020.6,
2/15/2023,1.7,0.2,3.7,0,,349,14.8,33.3,1027.2,
2/16/2023,1,-0.9,3.5,0.1,,208,5.4,20.4,1024.6,
2/17/2023,0.2,-1.5,1.3,0.4,,166,3.6,20.4,1017.6,
2/18/2023,4,-1,7.4,6.1,10,247,14.8,42.6,1004.9,
2/19/2023,2.9,1.5,4.1,0,,277,12.5,31.5,1006.4,
2/20/2023,0.7,-1.6,3.9,3.7,,278,16.1,40.8,1007.7,
2/21/2023,4.3,0.1,6.3,8.9,10,289,18.5,46.3,996.1,
2/22/2023,-2.1,-3.5,-0.5,0.8,20,353,10.6,31.5,1014.6,
2/23/2023,-4,-8.4,0.6,0,10,356,4.5,18.5,1025,
2/24/2023,0.3,-4.6,2.8,0.7,,192,14.4,35.2,1012.4,
2/25/2023,5,2.2,9.8,3,,193,12.6,31.5,997.4,
2/26/2023,3.1,1,5,0,,251,9.9,24.1,1007.1,
